title,ratings,reviews,url,course_by,skills,price,id,"level, type and duration"
Foundations of Teaching for Learning: Planning for Teaching and Learning,4.8,185,https://www.coursera.org/learn/teaching-plan,Commonwealth Education Trust,"Leadership and Management, Business Psychology, Entrepreneurship, Human Learning, Human Resources, Professional Development, People Development, Accounting, Deep Learning, Leadership Development",Free,527,Mixed · Course · 1-3 Months
America's Unwritten Constitution,4.8,254,https://www.coursera.org/learn/unwritten-constitution,Yale University,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",Free,528,Mixed · Course · 3-6 Months
Análisis de Sistemas Eléctricos y Transición Energética,4.9,27,https://www.coursera.org/learn/analisis-sistemas-electricos-y-transicion-energetica,Universidad de los Andes,,Free,529,Beginner · Course · 1-4 Weeks
Circadian clocks: how rhythms structure life,4.8,190,https://www.coursera.org/learn/circadian-clocks,Ludwig-Maximilians-Universität München (LMU),,Free,530,Mixed · Course · 1-3 Months
Race and Cultural Diversity in American Life and History,4.6,294,https://www.coursera.org/learn/race-cultural-diversity-american-life,University of Illinois at Urbana-Champaign,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",Free,531,Beginner · Course · 1-4 Weeks
The Music of the Beatles,4.8,712,https://www.coursera.org/learn/the-beatles,University of Rochester,"Business Psychology, Culture, Leadership and Management, Communication",Free,532,Mixed · Course · 1-3 Months
The Fall and Rise of Jerusalem,4.6,323,https://www.coursera.org/learn/jerusalem,Tel Aviv University,"Business Psychology, Culture, Leadership and Management",Free,533,Mixed · Course · 1-3 Months
Prehospital care of acute stroke and patient selection for endovascular treatment using the RACE scale,4.8,97,https://www.coursera.org/learn/acute-stroke-race-scale,Universitat de Barcelona,"Epidemiology, Probability & Statistics, Planning, Sales, Strategy and Operations, Supply Chain and Logistics",Free,534,Intermediate · Course · 1-4 Weeks
"AI, Empathy & Ethics",3.7,6,https://www.coursera.org/learn/ai-empathy-ethics,"University of California, Santa Cruz","Artificial Neural Networks, Computer Vision, Machine Learning",Free,535,Beginner · Course · 1-4 Weeks
Power and Sample Size for Multilevel and Longitudinal Study Designs,4.3,35,https://www.coursera.org/learn/power-sample-size,University of Florida,"Research and Design, Probability & Statistics, General Statistics, Data Analysis, Business Analysis, Epidemiology, Experiment, Statistical Analysis, Correlation And Dependence",Free,536,Intermediate · Course · 1-3 Months
Innovation for Impact (i4i) The Carlson-Polizzotto Method of Value Creation,4.8,31,https://www.coursera.org/learn/valuecreation,Northeastern University,"Advertising, Communication, Critical Thinking, Design and Product, Entrepreneurship, Human Computer Interaction, Innovation, Leadership and Management, Market Research, Marketing, Problem Solving, Research and Design, Sales, Strategy, Strategy and Operations, User Research",Free,537,Beginner · Course · 1-4 Weeks
Black Lives Matter,4.5,54,https://www.coursera.org/learn/black-lives-matter,Johns Hopkins University,"Business Psychology, Culture, Leadership and Management, Communication, FinTech, Finance, Marketing, Social Media",Free,538,Beginner · Course · 1-4 Weeks
International Organizations for Interpreters,4.8,58,https://www.coursera.org/learn/international-organizations,University of Geneva,"Leadership and Management, Accounting, Audit, Business Psychology, Entrepreneurship, Human Resources, Leadership Development, Organizational Development",Free,539,Beginner · Course · 1-3 Months
Urbanisation and Health - Promoting  Sustainable Solutions,4.8,116,https://www.coursera.org/learn/urbanisation-health-promoting-sustainable-solutions,University of Copenhagen,"Entrepreneurship, Leadership and Management, Planning, Supply Chain and Logistics, General Statistics, Probability & Statistics, Software Architecture, Software Engineering, Theoretical Computer Science, Sales, Strategy, Strategy and Operations",Free,540,Mixed · Course · 1-3 Months
"Clinical Kidney, Pancreas and Islet Transplantation",4.8,345,https://www.coursera.org/learn/clinical-kidney-transplantation,Universiteit Leiden,"Epidemiology, Probability & Statistics",Free,542,Intermediate · Course · 1-3 Months
Mechanics of Materials I: Fundamentals of Stress & Strain and Axial Loading,4.8,33000,https://www.coursera.org/learn/mechanics-1,Georgia Institute of Technology,"Software Engineering, Software Testing",Free,543,Mixed · Course · 1-3 Months
Blockchain Scalability and its Foundations in Distributed Systems,4.5,73,https://www.coursera.org/learn/blockchain-scalability,The University of Sydney,"BlockChain, Finance, Theoretical Computer Science, Computational Thinking, Computer Programming, Security Engineering, Algorithms, Computer Networking, Decision Making, Entrepreneurship, Leadership and Management, Network Security",Free,544,Beginner · Course · 1-3 Months
Estadística aplicada a los negocios,4.6,696,https://www.coursera.org/learn/estadistica-aplicada-negocios,Universidad Austral,"General Statistics, Probability & Statistics, Probability Distribution, Regression, Microsoft Excel",Free,545,Beginner · Course · 1-4 Weeks
Gestão de Operações,4.8,490,https://www.coursera.org/learn/gestao-de-operacoes,Insper,"Leadership and Management, Operations Management, Strategy and Operations, Entrepreneurship, Marketing, Sales, Strategy, Business Analysis, Supply Chain and Logistics, Operational Analysis, Process Analysis",Free,546,Beginner · Course · 1-3 Months
An Introduction to Global Health,4.8,790,https://www.coursera.org/learn/global-health-introduction,University of Copenhagen,"Epidemiology, Probability & Statistics, Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",Free,547,Mixed · Course · 1-3 Months
Marketing Verde,4.8,2000,https://www.coursera.org/learn/marketing-verde,Universidad de los Andes,"Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations",Free,548,Mixed · Course · 1-3 Months
离散数学概论 Discrete Mathematics Generality,4.7,267,https://www.coursera.org/learn/dmathgen,Peking University,"Mathematics, Mathematical Theory & Analysis, Computational Logic, Theoretical Computer Science",Free,549,Beginner · Course · 3-6 Months
Les Partenariats Public-Privé (PPP): Comment offrir de meilleures infrastructures pour les services publics,4.7,456,https://www.coursera.org/learn/partenariats-public-prive,The World Bank Group,"Finance, Leadership and Management, Project Management, Strategy and Operations, Contract Management, Risk Management, Financial Management, Human Resources",Free,550,Mixed · Course · 1-4 Weeks
Leer a Macondo: la obra de Gabriel García Márquez,4.9,350,https://www.coursera.org/learn/macondo-gabriel-garcia-marquez,Universidad de los Andes,,Free,551,Mixed · Course · 1-3 Months
Global Quality Maternal and Newborn Care,4.8,173,https://www.coursera.org/learn/global-quality-maternal-and-newborn-care,Yale University,"Communication, Leadership and Management, Strategy and Operations, Business Communication, Change Management, Collaboration, Entrepreneurship, People Management",Free,552,Intermediate · Course · 1-3 Months
Security and Privacy for Big Data - Part 2,4.7,221,https://www.coursera.org/learn/security-privacy-big-data-protection,EIT Digital,"Big Data, Data Management, Marketing, Security Engineering, Software Security, Bayesian Statistics, Business Psychology, Computer Architecture, Computer Networking, Cryptography, Customer Relationship Management, Data Analysis, Data Analysis Software, Data Visualization, Database Administration, Databases, Entrepreneurship, Finance, Interactive Data Visualization, Internet Of Things, Leadership and Management, Machine Learning, Network Security, Operating Systems, Organizational Development, Probability & Statistics, Search Engine Optimization, Security Strategy, Software Engineering, System Security, Tensorflow, Theoretical Computer Science",Free,553,Beginner · Course · 1-4 Weeks
The Evolving Universe,4.6,754,https://www.coursera.org/learn/evolvinguniverse,Caltech,"Mathematics, Graph Theory",Free,554,Mixed · Course · 1-3 Months
Fundamentals of Digital Image and Video Processing,4.6,16000,https://www.coursera.org/learn/digital,Northwestern University,"Computer Graphic Techniques, Computer Graphics, Computer Vision, Mathematics, General Statistics, Machine Learning, Mathematical Theory & Analysis, Probability & Statistics, Theoretical Computer Science, Algorithms, Computational Logic, Data Analysis, Data Analysis Software, Linear Algebra",Free,555,Mixed · Course · 1-3 Months
Planification des mobilités,4.4,14,https://www.coursera.org/learn/planification-mobilites,École Polytechnique Fédérale de Lausanne,,Free,556,Beginner · Course · 1-3 Months
Ancient Philosophy: Plato & His Predecessors,4.8,14000,https://www.coursera.org/learn/plato,University of Pennsylvania,"Critical Thinking, Research and Design, Strategy and Operations",Free,557,Mixed · Course · 1-4 Weeks
"Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets",4.7,1000,https://www.coursera.org/learn/mechanics-particles-planets,UNSW Sydney (The University of New South Wales),"Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Business Analysis, Critical Thinking, Strategy and Operations, Mathematics",Free,558,Beginner · Course · 1-3 Months
Sustentabilidad y Economías Sociales,4.7,13000,https://www.coursera.org/learn/sustentabilidad-economias-sociales,Universidad de Chile,"Collaboration, Communication, Leadership and Management, Business Psychology, Culture, Entrepreneurship",Free,559,Beginner · Course · 1-3 Months
Data & Cybersecurity,4.7,27,https://www.coursera.org/learn/data-cybersecurity,Campus BBVA,"Cyberattacks, Operating Systems, Security Engineering, Computer Networking, Network Security, System Security, Computer Security Incident Management, Mobile Development, Mobile Security, Security Strategy, Software Security, System Software",Free,561,Intermediate · Course · 1-3 Months
Fundamentals of Rehearsing Music Ensembles,4.8,382,https://www.coursera.org/learn/music-ensembles,The University of North Carolina at Chapel Hill,,Free,562,Mixed · Course · 1-3 Months
Sport Sponsorship. Let them Play,4.4,246,https://www.coursera.org/learn/sport-sponsorship,Universitat Autònoma de Barcelona,"Marketing, Leadership and Management, Communication, Advertising, Brand Management, Public Relations",Free,563,Beginner · Course · 1-3 Months
A Brief History of Human Spaceflight,4.4,410,https://www.coursera.org/learn/human-spaceflight,University of Houston,,Free,564,Mixed · Course · 1-3 Months
¡A Programar! Una introducción a la programación,4.8,23000,https://www.coursera.org/learn/a-programar,Universidad ORT Uruguay,"Computer Programming, Programming Principles, Algorithms, Theoretical Computer Science",Free,565,Beginner · Course · 1-3 Months
Greening the Economy: Lessons from Scandinavia,4.7,562,https://www.coursera.org/learn/greening-the-economy,Lund University,"Supply Chain and Logistics, Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Design and Product, Planning, Procurement, Product Lifecycle",Free,566,Beginner · Course · 1-3 Months
Probability and Statistics: To p or not to p?,4.6,14000,https://www.coursera.org/learn/probability-statistics,University of London,"General Statistics, Probability & Statistics, Experiment, Decision Making, Entrepreneurship, Leadership and Management, Probability Distribution, Data Management, Data Structures, Machine Learning, Markov Model, Theoretical Computer Science",Free,567,Beginner · Course · 1-3 Months
Understanding Memory: Explaining the Psychology of Memory through Movies,4.7,21000,https://www.coursera.org/learn/memory-and-movies,Wesleyan University,,Free,568,Mixed · Course · 1-3 Months
Introduction to High-Throughput Materials Development,4.6,170,https://www.coursera.org/learn/high-throughput,Georgia Institute of Technology,"Research and Design, Experiment, Probability & Statistics, Account Management, Business Analysis, Critical Thinking, General Statistics, Material Handling, Sales, Software Engineering, Software Testing, Strategy and Operations, Supply Chain and Logistics",Free,569,Intermediate · Course · 1-3 Months
Cybersecurity Policy Foundations,4.3,15,https://www.coursera.org/learn/cybersecurity-policy-foundations,Infosec,"Accounting, Audit, Finance, Leadership and Management, Risk Management",Free,570,Mixed · Course · 1-4 Weeks
Math Prep: College & Work Ready,4.2,75,https://www.coursera.org/learn/tsi-math-prep,University of North Texas,"Mathematics, Algebra, Entrepreneurship, General Statistics, Leadership and Management, Linear Algebra, Probability & Statistics, Problem Solving, Research and Design, Accounting, Financial Accounting, Geometry, Graph Theory",Free,571,Beginner · Course · 1-4 Weeks
Chinese Politics Part 1 – China and Political Science,4.8,311,https://www.coursera.org/learn/chinesepolitics1,The Hong Kong University of Science and Technology,"Business Psychology, Entrepreneurship, Leadership and Management, Marketing, Organizational Development, Sales, Strategy, Strategy and Operations",Free,572,Mixed · Course · 1-3 Months
Material Behavior,4.8,12000,https://www.coursera.org/learn/material-behavior,Georgia Institute of Technology,"Material Handling, Supply Chain and Logistics, Strategy and Operations, Business Analysis, Critical Thinking, Data Visualization, Design and Product, Entrepreneurship, Product Management, Research and Design, Scientific Visualization",Free,573,Mixed · Course · 1-3 Months
Stock Valuation with Comparable Companies Analysis,4.2,592,https://www.coursera.org/projects/stock-valuation-comparable-companies-analysis,Coursera Project Network,"Finance, Financial Analysis, Investment Management, Securities Trading, Underwriting, Accounting, Business Analysis, Corporate Accouting",,574,Intermediate · Guided Project · Less Than 2 Hours
Using Basic Formulas and Functions in Microsoft Excel,4.7,563,https://www.coursera.org/projects/using-basic-formulas-functions-microsoft-excel,Coursera Project Network,"Business Analysis, Data Analysis, Microsoft Excel, Spreadsheet Software, Data Analysis Software",,575,Beginner · Guided Project · Less Than 2 Hours
Robótica,4.5,14000,https://www.coursera.org/learn/robotica-inicial,Universidad Nacional Autónoma de México,"Computational Logic, Computer Programming, Theoretical Computer Science",Free,576,Mixed · Course · 1-3 Months
Diseño de Experiencia en Servicios,4.8,526,https://www.coursera.org/learn/diseno-experiencia-servicios,Universidad Austral,"Customer Relationship Management, Customer Success, Finance, Human Computer Interaction, Marketing, Sales, Strategy and Operations, User Experience, Business Psychology, Research and Design, User Experience Design, Communication, Entrepreneurship, Leadership and Management, Strategy",Free,577,Beginner · Course · 1-4 Weeks
Introducción a Java,4.1,870,https://www.coursera.org/learn/introduccion-java,Universidad Nacional Autónoma de México,"Computer Programming, Java Programming, Mobile Development, Programming Principles",Free,578,Beginner · Course · 1-3 Months
Habilidades de Excel para negócios: Fundamentos,4.8,58,https://www.coursera.org/learn/excel-essentials-pt,Macquarie University,"Data Analysis, Microsoft Excel, Business Analysis, Data Analysis Software, Spreadsheet Software, Accounting, Audit, Calculus, Data Visualization, General Statistics, Mathematics, Probability & Statistics, Statistical Visualization",Free,579,Beginner · Course · 1-3 Months
Introducción a la producción audiovisual,4.7,961,https://www.coursera.org/learn/intro-produccion-audiovisual,Universidad Nacional Autónoma de México,"Communication, Media Production, Research and Design, Visual Design",Free,581,Beginner · Course · 1-3 Months
Análisis de Sistemas de Transporte,4.7,729,https://www.coursera.org/learn/analisis-sistemas-de-transporte,Pontificia Universidad Católica de Chile,"Leadership and Management, Supply Chain and Logistics, Transportation Operations Management, Operations Management, Strategy and Operations",Free,582,Mixed · Course · 1-3 Months
BIM Application for Engineers,4.7,407,https://www.coursera.org/learn/bim-application,National Taiwan University,"Computer Graphics, Graphics Software, Budget Management, Business Analysis, Entrepreneurship, Finance, Leadership and Management, Project Management, Strategy and Operations",Free,583,Intermediate · Course · 1-3 Months
大數據分析：商業應用與策略管理 (Big Data Analytics: Business Applications and Strategic Decisions),4.7,315,https://www.coursera.org/learn/bigdataanalysis,National Taiwan University,"Data Management, Big Data, Data Analysis, Marketing, Digital Marketing, Accounting",Free,584,Beginner · Course · 1-3 Months
Teaching Children with Visual Impairment: Creating Empowering Classrooms,4.8,132,https://www.coursera.org/learn/teach-children-with-visual-impairment,University of Cape Town,"Leadership and Management, Professional Development",Free,585,Beginner · Course · 1-4 Weeks
實驗經濟學 (Experimental Economics: Behavioral Game Theory),4.8,74,https://www.coursera.org/learn/shiyan-jingji-xue,National Taiwan University,"Game Theory, Mathematics, Behavioral Economics, Business Psychology",Free,586,Mixed · Course · 1-3 Months
Learning Chinese : Start From Scratch (零到一學中文),4.5,439,https://www.coursera.org/learn/learn-chinese-mandarin,National Taiwan University,,Free,587,Beginner · Course · 1-3 Months
Educating Deaf Children: Becoming an Empowered Teacher,4.9,113,https://www.coursera.org/learn/educating-deaf-children,University of Cape Town,"Business Psychology, Communication, Entrepreneurship, Human Learning, Human Resources, Leadership and Management, People Development, Culture, Resilience",Free,588,Beginner · Course · 1-4 Weeks
"Programming Languages, Part C",4.9,422,https://www.coursera.org/learn/programming-languages-part-c,University of Washington,"Computer Programming, Other Programming Languages, Computational Thinking, Programming Principles, Computational Logic, Computer Programming Tools, Mathematical Theory & Analysis, Mathematics, Theoretical Computer Science",Free,589,Mixed · Course · 1-3 Months
"Bienestar, equidad y derechos humanos",4.9,3000,https://www.coursera.org/learn/bienestar-equidad-derechos-humanos,Universidad de los Andes,Human Resources,Free,590,Beginner · Course · 1-4 Weeks
用Python玩转数据 Data Processing Using Python,4.7,15000,https://www.coursera.org/learn/hipython,Nanjing University,"Computer Programming, Python Programming, Statistical Programming, Data Analysis, Data Mining",Free,591,Mixed · Course · 1-3 Months
Consolidando empresas: Estrutura jurídica e financeira,4.6,411,https://www.coursera.org/learn/consolidando-empresas,Universidade de São Paulo,"Finance, Leadership and Management, Accounting, Business Development, Contract Management, General Accounting, Investment Management, Sales, Strategy and Operations",Free,592,Beginner · Course · 1-4 Weeks
Saúde Baseada em Evidências,4.9,13000,https://www.coursera.org/learn/sbe,Universidade Estadual de Campinas,"Epidemiology, Probability & Statistics, Data Visualization, General Statistics, Scientific Visualization, Research and Design, Strategy and Operations, Business Analysis, Critical Thinking, Design and Product, Human Computer Interaction, Operations Research, User Research",Free,593,Beginner · Course · 1-3 Months
计算机辅助翻译原理与实践 Principles and Practice of Computer-Aided Translation,4.7,71,https://www.coursera.org/learn/fanyi-ruanjian,Peking University,"Human Computer Interaction, Machine Learning, Natural Language Processing, User Experience",Free,594,Intermediate · Course · 3-6 Months
心理学与生活,4.7,567,https://www.coursera.org/learn/xin-li-xue-sheng-huo,Nanjing University,,Free,595,Mixed · Course · 1-3 Months
Paleontology: Early Vertebrate Evolution,4.8,11000,https://www.coursera.org/learn/early-vertebrate-evolution,University of Alberta,,Free,596,Mixed · Course · 1-4 Weeks
Базы данных и SQL в обработке и анализе данных,3.9,86,https://www.coursera.org/learn/sql-data-science-ru,IBM Skills Network,"Data Management, Databases, SQL, Statistical Programming, Computer Programming, Python Programming",Free,597,Beginner · Course · 1-4 Weeks
Arch of Titus: Rome and the Menorah,4.5,117,https://www.coursera.org/learn/archoftitus,Yeshiva University,"Business Psychology, Culture, Leadership and Management",Free,598,Mixed · Course · 1-3 Months
Fundamentos de la escritura académica,4.7,742,https://www.coursera.org/learn/escritura-academica-esp,Tecnológico de Monterrey,"Communication, Writing",Free,599,Beginner · Course · 1-4 Weeks
Ancient Philosophy: Aristotle and His Successors,4.8,682,https://www.coursera.org/learn/aristotle,University of Pennsylvania,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",Free,600,Mixed · Course · 1-3 Months
Understanding Modern Physics I: Relativity and Cosmology,4.7,73,https://www.coursera.org/learn/understanding-modern-physics-1-relativity-and-cosmology,The Hong Kong University of Science and Technology,"Mathematics, Differential Equations, Entrepreneurship, Leadership and Management, Problem Solving",Free,602,Beginner · Course · 1-3 Months
Leading Diverse Teams,4.8,49,https://www.coursera.org/learn/leading-diverse-teams,"University of California, Irvine","Leadership and Management, Business Psychology, Culture, Entrepreneurship, Human Resources, Marketing, Sales, Strategy, Strategy and Operations, Communication, Leadership Development, Adaptability, Collaboration, Conflict Management, Professional Development",Free,603,Beginner · Course · 1-4 Weeks
Wonders of Ancient Egypt,4.8,923,https://www.coursera.org/learn/wonders-ancient-egypt,University of Pennsylvania,"Business Psychology, Culture, Leadership and Management, Communication, Writing",Free,604,Intermediate · Course · 1-3 Months
Mountains 101,4.9,24000,https://www.coursera.org/learn/mountains-101,University of Alberta,"Adaptability, Entrepreneurship",Free,605,Mixed · Course · 1-3 Months
Operations Research (3): Theory,5,46,https://www.coursera.org/learn/operations-research-theory,National Taiwan University,"Operations Research, Research and Design, Strategy and Operations, Mathematical Theory & Analysis, Mathematics",Free,606,Advanced · Course · 1-3 Months
Digital Footprint,4.6,573,https://www.coursera.org/learn/digital-footprint,The University of Edinburgh,"Communication, Marketing, Social Media, Leadership and Management, Professional Development",Free,608,Beginner · Course · 1-4 Weeks
Human Rights for Open Societies,4.8,482,https://www.coursera.org/learn/humanrights,Utrecht University,"Critical Thinking, Research and Design, Strategy and Operations",Free,609,Beginner · Course · 1-3 Months
Create your e-commerce store with Shopify,4.6,241,https://www.coursera.org/projects/create-your-ecommerce-store-with-shopify,Coursera Project Network,"E-Commerce, Marketing, Sales, Business, Networking Hardware",,610,Beginner · Guided Project · Less Than 2 Hours
Professionalism in an era of change,4.6,43,https://www.coursera.org/learn/professionalism-in-an-era-of-change,Utrecht University,"Business Psychology, Change Management, Culture, Entrepreneurship, Human Resources, Leadership Development, Leadership and Management, Marketing, Personal Development, Professional Development, Sales, Strategy, Strategy and Operations",Free,611,Intermediate · Course · 1-3 Months
"Le Bien, le Juste, l'Utile. Introduction aux éthiques philosophiques",4.8,573,https://www.coursera.org/learn/ethique,University of Geneva,"Business Psychology, Culture, Decision Making, Entrepreneurship, Human Resources, Leadership and Management",Free,612,Mixed · Course · 1-3 Months
Mobilités et véhicules électriques,4.7,101,https://www.coursera.org/learn/mobilites-vehicules-electriques,École des Ponts ParisTech,,Free,613,Beginner · Course · 1-3 Months
"Søren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity",4.8,691,https://www.coursera.org/learn/kierkegaard,University of Copenhagen,"Business Analysis, Research and Design, Strategy and Operations, Business Psychology, Culture, Leadership and Management",Free,614,Mixed · Course · 1-3 Months
Les partenariats qui changent le monde : alliances innovantes entre entreprises et associations,4.6,122,https://www.coursera.org/learn/partenariats-qui-changent-le-monde,ESSEC Business School,"Business Psychology, Collaboration, Communication, Entrepreneurship, Leadership and Management, Organizational Development",Free,615,Mixed · Course · 1-3 Months
Climate Change and Water in Mountains: A Global Concern,4.7,274,https://www.coursera.org/learn/climate-changes-mountains-water,University of Geneva,"Business Analysis, Critical Thinking, Probability & Statistics, Research and Design, Strategy and Operations, Adaptability, Biostatistics, Business Psychology, Communication, Entrepreneurship, Finance, Market Research, Marketing, Risk Management, Security Engineering, Security Strategy, Social Media, Statistical Tests",Free,616,Intermediate · Course · 1-3 Months
The Emergence of the Modern Middle East - Part I,4.7,11000,https://www.coursera.org/learn/modern-middle-east-1,Tel Aviv University,"Business Psychology, Culture, Leadership and Management",Free,617,Mixed · Course · 1-4 Weeks
The entrepreneur's guide for beginners,4.6,343,https://www.coursera.org/learn/entrepreneur-guide-beginners,Universitat de Barcelona,Entrepreneurship,Free,618,Beginner · Course · 1-3 Months
The Emergence of the Modern Middle East - Part II,4.8,479,https://www.coursera.org/learn/modern-middle-east-2,Tel Aviv University,,Free,619,Mixed · Course · 1-3 Months
The Diversity of Exoplanets,5,7,https://www.coursera.org/learn/exoplanets,University of Geneva,,Free,620,Intermediate · Course · 1-3 Months
Foundations of Teaching for Learning: Introduction to Student Assessment,4.7,190,https://www.coursera.org/learn/learning-assessment,Commonwealth Education Trust,"Entrepreneurship, Research and Design, Software Engineering, Business Analysis, Business Psychology, Critical Thinking, Human Learning, Human Resources, Leadership and Management, Market Research, People Development, Software Architecture, Software Testing, Strategy and Operations, Theoretical Computer Science",Free,621,Mixed · Course · 1-3 Months
Get started with Jira,4.7,339,https://www.coursera.org/projects/get-started-with-jira,Coursera Project Network,"Agile Software Development, Jira (Software), Project Management, Scrum (Software Development), Software Engineering, Strategy and Operations, Operations Management, Supply Chain Systems, Supply Chain and Logistics",,622,Beginner · Guided Project · Less Than 2 Hours
Cybersecurity for Managers,4.7,245,https://www.coursera.org/learn/cybersecurity-for-managers,Campus BBVA,"Security Engineering, Cyberattacks, Operating Systems, System Security, Computer Networking, Computer Security Incident Management, Network Security, Theoretical Computer Science, Computer Architecture, Cryptography, Software Engineering, Software Security, Distributed Computing Architecture, Internet Of Things, Mobile Development, Mobile Security, Network Architecture, Software Architecture, Communication",Free,623,Beginner · Course · 1-3 Months
Budgeting essentials and development,4.5,224,https://www.coursera.org/learn/budgeting-essentials-development,Fundação Instituto de Administração,"Budget Management, Finance, Leadership and Management, Sales, Accounting, Entrepreneurship, Planning, Supply Chain and Logistics, Cash Management, Financial Analysis, Strategy, Strategy and Operations, Account Management, Business Analysis, Business Process Management, Financial Management, Forecasting, Market Analysis, Probability & Statistics, Advertising",Free,624,Intermediate · Course · 1-3 Months
Global Health Diplomacy,4.5,95,https://www.coursera.org/learn/global-health-diplomacy,The State University of New York,"Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Communication, Business Psychology, Organizational Development, Problem Solving, Research and Design, Algebra",Free,625,Beginner · Course · 1-3 Months
Apprendre comment apprendre (ACA) : Des outils mentaux puissants qui vous aideront à maîtriser des sujets difficiles,4.8,539,https://www.coursera.org/learn/apprendre-comment-apprendre,Deep Teaching Solutions,"Business Psychology, Entrepreneurship, Deep Learning, Human Learning, Machine Learning",Free,626,Beginner · Course · 1-4 Weeks
Técnicas Microscópicas de Caracterización,4.7,717,https://www.coursera.org/learn/tecnicas-microscopicas-caracterizacion,Universitat de Barcelona,"Data Visualization, Scientific Visualization, Computer Graphic Techniques, Computer Graphics",Free,627,Mixed · Course · 1-3 Months
Leadership d'excellence par le sport de haut niveau,4.6,163,https://www.coursera.org/learn/leadership-excellence-sport,ESSEC Business School,"Leadership and Management, Communication, Human Resources, Leadership Development, Entrepreneurship, Innovation, Research and Design",Free,628,Beginner · Course · 1-4 Weeks
Job Success: Get Hired or Promoted in 3 Steps,4.5,601,https://www.coursera.org/learn/get-hired,The State University of New York,"Communication, Leadership and Management, Professional Development, Human Resources, Marketing, Recruitment, Social Media",Free,629,Beginner · Course · 1-4 Weeks
A Voice of Their Own. Women's Spirituality in the Middle Ages.,4.4,92,https://www.coursera.org/learn/womens-spirituality,Universitat de Barcelona,"Business Psychology, Culture, Leadership and Management",Free,630,Beginner · Course · 1-3 Months
The Importance and Power of Music in our Society,4.6,60,https://www.coursera.org/learn/importance-power-music-our-society,Universiteit Leiden,"Business Psychology, Communication, Human Resources, Influencing, Marketing, Training, Writing",Free,631,Beginner · Course · 1-3 Months
Innovative Governance of Large Urban Systems,4.7,162,https://www.coursera.org/learn/iglus,École Polytechnique Fédérale de Lausanne,"Entrepreneurship, Leadership and Management, Planning, Supply Chain and Logistics, Business Psychology, Marketing, Resilience, Sales, Strategy, Strategy and Operations, Budget Management, Organizational Development, Regulations and Compliance, Theoretical Computer Science",Free,632,Intermediate · Course · 1-3 Months
Entreprendre dans les Industries Culturelles à l'ère du numérique,4.6,134,https://www.coursera.org/learn/entreprendre-culture,Sciences Po,"Entrepreneurship, Leadership and Management, Business Psychology, Culture, Research and Design, Brand Management, Communication, Creativity, Entrepreneurial Finance, Finance, Financial Management, Human Computer Interaction, Innovation, Journalism, Marketing, Planning, Supply Chain and Logistics, Sales",Free,633,Beginner · Course · 1-3 Months
Mobilité et urbanisme,4.6,111,https://www.coursera.org/learn/mobiurba,École Polytechnique Fédérale de Lausanne,"Entrepreneurship, Leadership and Management, Planning, Supply Chain and Logistics, ArcGIS, Collaboration, Communication, Computer Architecture, Computer Networking, Market Research, Network Architecture, Research and Design, Statistical Programming",Free,634,Mixed · Course · 1-3 Months
Raison d’être et Entreprise à Mission,4.6,119,https://www.coursera.org/learn/raison-etre-et-entreprise-a-mission,ESSEC Business School,"Leadership and Management, Entrepreneurship, Human Resources, Marketing, Brand Management, Leadership Development, Strategy and Operations, Change Management, Communication, Research and Design, Sales, Account Management, Advertising, Bioinformatics, Business Psychology, Human Learning, Innovation, Planning, Probability & Statistics, Project Management, Strategy, Supply Chain and Logistics",Free,635,Beginner · Course · 1-4 Weeks
Arctic Development,4.6,37,https://www.coursera.org/learn/arctic-development,University of Alberta,"Entrepreneurship, Leadership and Management, Planning, Supply Chain and Logistics, Business Psychology, Strategy and Operations, Accounting, Adaptability, Audit, Marketing, Project Management, Resilience, Sales, Strategy",Free,636,Beginner · Course · 1-4 Weeks
Medical Applications of Particle Accelerators (NPAP MOOC),4.6,236,https://www.coursera.org/learn/medical-applications-particle-accelerators,Lund University,"Probability & Statistics, Bioinformatics",Free,637,Beginner · Course · 1-4 Weeks
La science forensique au tribunal: témoin digne de foi ?,4.8,59,https://www.coursera.org/learn/science-forensique-tribunal,University of Lausanne,,Free,638,Beginner · Course · 1-3 Months
Chinese for HSK 4,4.8,911,https://www.coursera.org/learn/hsk-4,Peking University,,Free,639,Intermediate · Course · 1-3 Months
Logic for Economists,4.4,249,https://www.coursera.org/learn/logic-for-economists,University of Amsterdam,"Mathematical Theory & Analysis, Mathematics",Free,640,Advanced · Course · 1-3 Months
